CASO,TIPOCASO,FECHACREADO,FECHAPORAPROBAR,SEDEUSUARIO,NOMBREGRUPORESOLUTOR,VENCIDO,RECHAZADO,SATISFACCION,CASO
SR3863354,SR,1-abr-24,1-abr-24,INDUSTRIA COLOMBIANA DE CAFE COLCAFE - MEDELLIN - PLANTA CAFE,MESA DE SERVICIOS OFIMATICA,No,No,0,1
SR3940558,SR,16-may-24,16-may-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3844754,SR,13-mar-24,15-mar-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4269032,SR,12-dic-24,16-dic-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,CONECTIVIDAD TI CABLEADO EP INGENIERIA,No,No,0,1
SR3952530,SR,23-may-24,30-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD TI CABLEADO EP INGENIERIA,No,No,0,1
SR4005263,SR,27-jun-24,3-jul-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,CONECTIVIDAD TI CABLEADO EP INGENIERIA,No,No,0,1
SR3570076,SR,14-sep-23,21-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD T.I CABLEADO SGI,No,No,5,1
SR3776732,SR,2-feb-24,9-feb-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,DIRECCION DE TECNOLOGIA COMERCIAL NUTRESA,No,No,0,1
SR4152864,SR,24-sep-24,24-sep-24,COMPANIA DE GALLETAS POZUELO - COSTA RICA- PLANTA,COMUNICACIONES Y REDES (COSTA RICA),No,No,5,1
SR3881210,SR,11-abr-24,11-abr-24,SERVICIOS NUTRESA COSTA RICA,COMUNICACIONES Y REDES (COSTA RICA),No,No,5,1
SR4104238,SR,28-ago-24,28-ago-24,SERVICIOS NUTRESA COSTA RICA,COMUNICACIONES Y REDES (COSTA RICA),No,No,4,1
SR4152858,SR,24-sep-24,24-sep-24,COMPANIA DE GALLETAS POZUELO - COSTA RICA- PLANTA,COMUNICACIONES Y REDES (COSTA RICA),No,No,5,1
SR4078920,SR,12-ago-24,12-ago-24,SERVICIOS NUTRESA COSTA RICA,COMUNICACIONES Y REDES (COSTA RICA),No,No,5,1
SR3728824,SR,28-dic-23,2-ene-24,DISTRIBUIDORA POPS - GUATEMALA,COMUNICACIONES Y REDES (COSTA RICA),No,No,0,1
SR3820723,SR,29-feb-24,29-feb-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4057827,SR,30-jul-24,30-jul-24,COMPANIA NACIONAL DE CHOCOLATES - RIONEGRO- PLANTA CHOCOLATES,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3826818,SR,4-mar-24,4-mar-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4084008,SR,15-ago-24,15-ago-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4083997,SR,15-ago-24,15-ago-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3807505,SR,21-feb-24,21-feb-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4010330,SR,28-jun-24,28-jun-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3870881,SR,4-abr-24,4-abr-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3879292,SR,10-abr-24,10-abr-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4083993,SR,15-ago-24,15-ago-24,SERVICIOS NUTRESA - BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3879278,SR,10-abr-24,10-abr-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3870877,SR,4-abr-24,4-abr-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4096733,SR,23-ago-24,27-ago-24,SERVICIOS NUTRESA - RIONEGRO,PLATAFORMAS TI COMPUNET,No,No,0,1
SR3840778,SR,12-mar-24,14-mar-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,PLATAFORMAS TI COMPUNET,No,No,0,1
SR3962981,SR,30-may-24,4-jun-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,PLATAFORMAS TI COMPUNET,No,No,5,1
SR4179413,SR,9-oct-24,9-oct-24,COMERCIAL NUTRESA - BOGOTA- REGIONAL COMERCIAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4179651,SR,10-oct-24,10-oct-24,MEALS DE COLOMBIA - BOGOTA - PLANTA HELADOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3964070,SR,30-may-24,30-may-24,PRODUCTOS ALIMENTICIOS DORIA- MOSQUERA - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4283137,SR,20-dic-24,23-dic-24,MEALS DE COLOMBIA - BOGOTA - PLANTA HELADOS,SOPORTE TECNICO A USUARIOS,Si,No,0,1
SR3934957,SR,14-may-24,16-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4108405,SR,30-ago-24,2-sep-24,SERVICIOS NUTRESA - RIONEGRO,CONECTIVIDAD SENCINET,No,No,0,1
SR3930660,SR,9-may-24,14-may-24,SERVICIOS NUTRESA COSTA RICA,CONECTIVIDAD SENCINET,No,No,0,1
SR3926089,SR,6-may-24,14-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3770014,SR,29-ene-24,30-ene-24,MEALS DE COLOMBIA - ARMENIA - PLANTA HELADOS,CONECTIVIDAD SENCINET,No,No,5,1
SR4188429,SR,17-oct-24,18-oct-24,HELADOS BON - REPUBLICA DOMINICANA,CONECTIVIDAD SENCINET,No,No,0,1
SR4242017,SR,21-nov-24,22-nov-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,CONECTIVIDAD SENCINET,No,No,0,1
SR4040446,SR,19-jul-24,19-jul-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3743496,SR,10-ene-24,11-ene-24,HELADOS BON - REPUBLICA DOMINICANA,CONECTIVIDAD SENCINET,No,No,0,1
SR3766882,SR,26-ene-24,29-ene-24,ABIMAR FOODS - USA,CONECTIVIDAD SENCINET,No,No,0,1
SR4151659,SR,24-sep-24,26-sep-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,CONECTIVIDAD SENCINET,No,No,0,1
SR4160470,SR,30-sep-24,7-oct-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,CONECTIVIDAD SENCINET,No,No,3,1
SR4248369,SR,27-nov-24,28-nov-24,HELADOS BON - REPUBLICA DOMINICANA,CONECTIVIDAD SENCINET,No,No,5,1
SR3870488,SR,4-abr-24,2-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3777642,SR,2-feb-24,13-feb-24,ALIMENTOS CARNICOS - YUMBO - CEDI,CONECTIVIDAD SENCINET,No,No,0,1
SR4046203,SR,23-jul-24,23-jul-24,SERVICIOS NUTRESA - RIONEGRO,CONECTIVIDAD SENCINET,No,No,0,1
SR3895774,SR,18-abr-24,22-abr-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,CONECTIVIDAD SENCINET,No,No,4,1
SR4048667,SR,24-jul-24,24-jul-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3758644,SR,21-ene-24,22-ene-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4235358,SR,18-nov-24,18-nov-24,INDUSTRIA COLOMBIANA DE CAFE COLCAFE - MEDELLIN - PLANTA CAFE,CONECTIVIDAD SENCINET,No,No,0,1
SR3893897,SR,17-abr-24,17-abr-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4039846,SR,18-jul-24,22-jul-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4042642,SR,19-jul-24,22-jul-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3860994,SR,27-mar-24,27-mar-24,MEALS DE COLOMBIA - PASTO - MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4039069,SR,18-jul-24,18-jul-24,PASTAS COMARRICO - BARRANQUILLA - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4169299,SR,3-oct-24,4-oct-24,INDUSTRIA DE ALIMENTOS ZENU - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4207414,SR,30-oct-24,31-oct-24,COMERCIAL NUTRESA - BARRANQUILLA- OPERADOR LOGISTICO,PLATAFORMAS TI COMPUNET,No,No,0,1
SR4176614,SR,8-oct-24,9-oct-24,SERVICIOS NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,PLATAFORMAS TI COMPUNET,No,No,0,1
SR4013974,SR,3-jul-24,3-jul-24,SERVICIOS NUTRESA - CARTAGENA,CONECTIVIDAD LINEA DATASCAN,No,No,0,1
SR4218088,SR,7-nov-24,7-nov-24,SERVICIOS NUTRESA - CARTAGENA,CONECTIVIDAD LINEA DATASCAN,No,No,0,1
SR4178533,SR,9-oct-24,11-oct-24,COMPANIA DE GALLETAS NOEL - BOGOTA,CONECTIVIDAD LINEA DATASCAN,No,No,0,1
SR4160272,SR,30-sep-24,1-oct-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,CONECTIVIDAD LINEA DATASCAN,No,No,0,1
SR3999058,SR,24-jun-24,25-jun-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,CONECTIVIDAD LINEA DATASCAN,No,No,0,1
SR4031054,SR,12-jul-24,12-jul-24,SERVICIOS NUTRESA - CARTAGENA,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4004285,SR,26-jun-24,28-jun-24,SERVICIOS NUTRESA - CARTAGENA,CONECTIVIDAD LINEA DATASCAN,No,No,0,1
SR3971830,SR,6-jun-24,6-jun-24,MOLINOS SANTA MARTA - PLANTA BUGA,null,No,No,0,1
SR4173586,SR,7-oct-24,8-oct-24,INDUSTRIA COLOMBIANA DE CAFE COLCAFE - MEDELLIN - PLANTA CAFE,null,No,No,0,1
SR4057694,SR,30-jul-24,6-ago-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,null,No,No,0,1
SR3782600,SR,7-feb-24,8-feb-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,null,No,No,0,1
SR3776317,SR,2-feb-24,2-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,null,No,No,0,1
SR3787796,SR,9-feb-24,12-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,null,No,No,0,1
SR3746395,SR,12-ene-24,12-ene-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,null,No,No,5,1
SR3811270,SR,23-feb-24,28-feb-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,null,No,No,0,1
SR3833027,SR,6-mar-24,8-mar-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,null,No,No,0,1
SR3773400,SR,31-ene-24,1-feb-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,null,No,No,0,1
SR3761014,SR,23-ene-24,23-ene-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,null,No,No,5,1
SR3843562,SR,13-mar-24,18-mar-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,null,No,No,0,1
SR3746381,SR,12-ene-24,12-ene-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,null,No,No,5,1
SR3795412,SR,14-feb-24,19-feb-24,SERVICIOS NUTRESA - CALI,null,No,No,0,1
SR3828294,SR,4-mar-24,7-mar-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,null,No,No,0,1
SR3782565,SR,7-feb-24,8-feb-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,null,No,Si,0,1
SR4282027,SR,18-dic-24,23-dic-24,MEALS DE COLOMBIA - BOGOTA - PLANTA HELADOS,SOPORTE CONECTIVIDAD TI,No,No,0,1
SR4252693,SR,29-nov-24,2-dic-24,CORPORACION DISTRIBUIDORA DE ALIMENTOS CORDIALSA ECUADOR,SOPORTE CONECTIVIDAD TI,No,No,0,1
SR4214791,SR,5-nov-24,20-nov-24,CORPORACION DISTRIBUIDORA DE ALIMENTOS CORDIALSA ECUADOR,SOPORTE CONECTIVIDAD TI,No,No,0,1
SR4153972,SR,25-sep-24,25-sep-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA AGENCIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4176834,SR,8-oct-24,8-oct-24,FONAL - MEDELLIN,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3990408,SR,18-jun-24,21-jun-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,MODULO NECESIDADES DIR INFRAESTRUCTURA,No,No,0,1
SR4190584,SR,18-oct-24,23-oct-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,Si,No,0,1
SR3801625,SR,19-feb-24,22-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3825772,SR,4-mar-24,4-mar-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3994450,SR,20-jun-24,25-jun-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4142235,SR,18-sep-24,24-sep-24,HELADOS BON - REPUBLICA DOMINICANA,CONECTIVIDAD SENCINET,No,No,5,1
SR4106809,SR,29-ago-24,5-sep-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4254842,SR,2-dic-24,12-dic-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3821000,SR,29-feb-24,1-mar-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3962732,SR,30-may-24,7-jun-24,OPPERAR COLOMBIA - CALI,CONECTIVIDAD SENCINET,No,No,5,1
SR4179210,SR,9-oct-24,11-oct-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3770002,SR,30-ene-24,1-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3895757,SR,18-abr-24,23-abr-24,HELADOS BON - REPUBLICA DOMINICANA,CONECTIVIDAD SENCINET,No,No,0,1
SR3773459,SR,31-ene-24,1-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3817510,SR,28-feb-24,4-mar-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4059692,SR,31-jul-24,8-ago-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4260516,SR,5-dic-24,6-dic-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,CONECTIVIDAD SENCINET,No,No,5,1
SR3869936,SR,4-abr-24,9-abr-24,MOLINOS SANTA MARTA - PLANTA BUGA,CONECTIVIDAD SENCINET,No,No,0,1
SR4046456,SR,23-jul-24,2-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4104819,SR,28-ago-24,30-ago-24,HELADOS BON - REPUBLICA DOMINICANA,CONECTIVIDAD SENCINET,No,No,0,1
SR4132405,SR,11-sep-24,4-oct-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4187946,SR,16-oct-24,17-oct-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4018152,SR,5-jul-24,12-jul-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4059007,SR,30-jul-24,12-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4014121,SR,3-jul-24,3-jul-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3815305,SR,27-feb-24,7-mar-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3990354,SR,18-jun-24,19-jun-24,HELADOS BON - REPUBLICA DOMINICANA,CONECTIVIDAD SENCINET,No,No,0,1
SR3998830,SR,24-jun-24,27-jun-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3813937,SR,26-feb-24,29-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3852566,SR,19-mar-24,21-mar-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3866806,SR,2-abr-24,10-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3872035,SR,5-abr-24,9-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4112675,SR,2-sep-24,11-sep-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3831808,SR,6-mar-24,7-mar-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3858003,SR,23-mar-24,3-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3781036,SR,6-feb-24,8-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3949674,SR,22-may-24,4-jun-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,Si,No,0,1
SR3877650,SR,9-abr-24,15-abr-24,CORPORACION DISTRIBUIDORA DE ALIMENTOS CORDIALSA ECUADOR,CONECTIVIDAD SENCINET,No,No,0,1
SR3978558,SR,12-jun-24,18-jun-24,HELADOS BON - REPUBLICA DOMINICANA,CONECTIVIDAD SENCINET,No,No,0,1
SR3852053,SR,19-mar-24,19-mar-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3907544,SR,24-abr-24,25-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3983694,SR,13-jun-24,18-jun-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3972787,SR,6-jun-24,14-jun-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3816642,SR,27-feb-24,28-feb-24,INDUSTRIA COLOMBIANA DE CAFE COLCAFE - MEDELLIN - PLANTA CAFE,CONECTIVIDAD SENCINET,No,No,0,1
SR3949778,SR,22-may-24,23-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3968109,SR,4-jun-24,25-jun-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4100502,SR,26-ago-24,27-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,5,1
SR4258029,SR,3-dic-24,6-dic-24,ABIMAR FOODS - USA,CONECTIVIDAD SENCINET,No,No,0,1
SR4252119,SR,29-nov-24,2-dic-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3853390,SR,20-mar-24,2-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4108580,SR,30-ago-24,5-sep-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4034771,SR,16-jul-24,18-jul-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3792130,SR,13-feb-24,16-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3761073,SR,23-ene-24,24-ene-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3783629,SR,7-feb-24,16-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3827925,SR,4-mar-24,8-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4121563,SR,6-sep-24,10-sep-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,CONECTIVIDAD SENCINET,No,No,5,1
SR3873540,SR,8-abr-24,8-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,5,1
SR4197750,SR,23-oct-24,25-oct-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3834774,SR,7-mar-24,12-mar-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,CONECTIVIDAD SENCINET,No,No,0,1
SR3960776,SR,29-may-24,5-jun-24,TROPICAL COFFEE COMPANY - MEDELLIN,CONECTIVIDAD SENCINET,No,No,5,1
SR4205952,SR,29-oct-24,31-oct-24,HELADOS BON - REPUBLICA DOMINICANA,CONECTIVIDAD SENCINET,No,No,5,1
SR3902997,SR,22-abr-24,25-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3734563,SR,4-ene-24,10-ene-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3868055,SR,3-abr-24,7-jun-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4236871,SR,19-nov-24,28-nov-24,ABIMAR FOODS - USA,CONECTIVIDAD SENCINET,No,No,0,1
SR3850560,SR,18-mar-24,22-mar-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4072481,SR,8-ago-24,13-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4063573,SR,2-ago-24,8-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3806442,SR,21-feb-24,26-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3840993,SR,12-mar-24,18-mar-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3873570,SR,8-abr-24,11-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3902009,SR,20-abr-24,25-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4222392,SR,12-nov-24,20-nov-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4058403,SR,30-jul-24,8-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4250174,SR,28-nov-24,29-nov-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4055028,SR,29-jul-24,13-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR4150316,SR,23-sep-24,24-sep-24,HELADOS BON - REPUBLICA DOMINICANA,CONECTIVIDAD SENCINET,No,No,5,1
SR4239037,SR,20-nov-24,22-nov-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,No,0,1
SR3814984,SR,27-feb-24,29-feb-24,INDUSTRIA COLOMBIANA DE CAFE COLCAFE - MEDELLIN - PLANTA CAFE,CONECTIVIDAD SENCINET,No,No,0,1
SR4050482,SR,25-jul-24,29-jul-24,NOVAVENTA - CALI,CONECTIVIDAD SENCINET,No,No,0,1
SR4005169,SR,26-jun-24,27-jun-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,CONECTIVIDAD SENCINET,No,No,0,1
SR4142772,SR,18-sep-24,19-sep-24,COMPANIA NACIONAL DE CHOCOLATES DE PERU - PLANTA,CONECTIVIDAD SENCINET,No,No,0,1
SR3934698,SR,14-may-24,16-may-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,CONECTIVIDAD SENCINET,No,No,5,1
SR4192671,SR,21-oct-24,23-oct-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,CONECTIVIDAD SENCINET,No,No,0,1
SR4202531,SR,28-oct-24,29-oct-24,COMPANIA NACIONAL DE CHOCOLATES - MEDELLIN- REGIONAL,CONECTIVIDAD SENCINET,No,No,0,1
SR3877621,SR,9-abr-24,16-abr-24,MEALS DE COLOMBIA - ARMENIA - PLANTA HELADOS,CONECTIVIDAD SENCINET,No,No,0,1
SR3902732,SR,22-abr-24,29-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD SENCINET,No,Si,0,1
SR4188550,SR,17-oct-24,18-oct-24,NOVAVENTA - CUCUTA,CONECTIVIDAD SENCINET,No,No,5,1
